train_number,train_name,source,destination,travel_class,booking_date,travel_date,days_before_travel,waitlist_position,month,day_of_week,is_festival_season,is_peak_season,is_weekend,train_type,confirmed,total_seats_class,cancellation_rate
12903,Golden Temple Mail,BL,BRC,2A,2026-02-15,2026-03-03,16,0,3,1,True,False,False,Superfast,True,124,0.178
12187,Mumbai Garib Rath,KYN,BSL,3A,2026-01-15,2026-03-04,48,0,3,2,True,False,False,Garib Rath,True,168,0.117
12137,Punjab Mail,JHS,GWL,GN,2026-02-08,2026-04-03,54,0,4,4,True,True,False,Mail,True,193,0.333
12137,Punjab Mail,MMR,AGC,1A,2025-12-24,2026-01-16,23,0,1,4,False,False,False,Mail,True,158,0.136
12925,Paschim Express,BVI,KOTA,3A,2026-02-10,2026-03-14,32,0,3,5,True,False,True,Superfast,True,392,0.054
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-11-24,2026-02-26,94,0,2,3,False,False,False,Duronto,True,351,0.209
12909,Garib Rath,BVI,KOTA,3A,2025-12-17,2026-03-01,74,0,3,6,True,False,True,Garib Rath,True,104,0.089
12187,Mumbai Garib Rath,CSMT,KYN,3A,2026-03-18,2026-04-11,24,87,4,5,True,True,True,Garib Rath,True,225,0.14
12621,Tamil Nadu Express,BSL,NDLS,3A,2026-01-22,2026-01-27,5,59,1,1,False,False,False,Superfast,False,336,0.343
12909,Garib Rath,BRC,KOTA,3A,2026-03-05,2026-03-13,8,81,3,4,True,False,False,Garib Rath,False,61,0.1
12925,Paschim Express,ST,KOTA,2A,2025-11-07,2026-01-18,72,0,1,6,False,False,True,Superfast,True,147,0.272
12137,Punjab Mail,JHS,GWL,2A,2026-01-20,2026-03-17,56,0,3,1,True,False,False,Mail,True,360,0.131
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-25,2026-04-10,75,0,4,4,True,True,False,Duronto,False,312,0.187
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-03-05,2026-04-11,37,0,4,5,True,True,True,Duronto,True,73,0.21
12925,Paschim Express,MMCT,BRC,SL,2025-10-02,2026-01-28,118,0,1,2,False,False,False,Superfast,True,76,0.243
12903,Golden Temple Mail,ST,MTJ,2A,2026-04-04,2026-04-04,0,147,4,5,True,True,True,Superfast,False,216,0.075
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-12-06,2026-03-30,114,0,3,0,True,False,False,Duronto,True,79,0.238
12951,Mumbai Rajdhani,KOTA,SWM,3A,2025-12-29,2026-02-02,35,9,2,0,False,False,False,Rajdhani,True,348,0.082
12137,Punjab Mail,MTJ,NDLS,GN,2025-11-28,2026-02-06,70,0,2,4,False,False,False,Mail,True,162,0.147
12903,Golden Temple Mail,KOTA,SWM,GN,2026-02-06,2026-03-07,29,0,3,5,True,False,True,Superfast,True,303,0.104
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-10-06,2026-02-03,120,0,2,1,False,False,False,Duronto,True,60,0.143
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-01-02,2026-01-20,18,0,1,1,False,False,False,Duronto,True,256,0.08
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-02-16,2026-02-28,12,0,2,5,False,False,True,Duronto,True,379,0.33
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-03-14,2026-04-01,18,0,4,2,True,True,False,Duronto,True,104,0.213
12909,Garib Rath,MMCT,ST,3A,2026-01-22,2026-03-24,61,0,3,1,True,False,False,Garib Rath,True,133,0.142
12621,Tamil Nadu Express,MMR,ET,2A,2026-01-30,2026-04-09,69,0,4,3,True,True,False,Superfast,True,328,0.087
12951,Mumbai Rajdhani,MMCT,SWM,1A,2025-12-30,2026-03-05,65,0,3,3,True,False,False,Rajdhani,True,164,0.057
12137,Punjab Mail,BPL,GWL,3A,2025-11-25,2026-02-16,83,0,2,0,False,False,False,Mail,True,400,0.165
12953,August Kranti Rajdhani,RTM,KOTA,1A,2025-12-27,2026-01-24,28,0,1,5,False,False,True,Rajdhani,True,110,0.158
12953,August Kranti Rajdhani,MMCT,NDLS,1A,2026-02-12,2026-03-06,22,0,3,4,True,False,False,Rajdhani,True,267,0.095
12925,Paschim Express,RTM,MTJ,2A,2026-02-09,2026-03-15,34,0,3,6,True,False,True,Superfast,True,89,0.287
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-19,2026-03-09,49,36,3,0,True,False,False,Duronto,False,84,0.084
12137,Punjab Mail,BSL,BPL,1A,2025-12-17,2026-01-27,41,6,1,1,False,False,False,Mail,False,303,0.177
12137,Punjab Mail,AGC,NDLS,2A,2025-12-23,2026-04-04,102,0,4,5,True,True,True,Mail,True,246,0.176
12621,Tamil Nadu Express,AGC,NDLS,GN,2026-03-16,2026-03-26,10,81,3,3,True,False,False,Superfast,True,162,0.261
12903,Golden Temple Mail,RTM,KOTA,3A,2025-09-27,2026-01-13,108,0,1,1,False,False,False,Superfast,True,292,0.337
12953,August Kranti Rajdhani,MMCT,RTM,2A,2025-10-12,2026-01-28,108,0,1,2,False,False,False,Rajdhani,True,123,0.301
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-10-26,2026-02-08,105,0,2,6,False,False,True,Duronto,True,120,0.085
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-12-01,2026-01-17,47,0,1,5,False,False,True,Duronto,True,294,0.301
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-01-03,2026-01-21,18,0,1,2,False,False,False,Duronto,True,263,0.095
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-01-03,2026-03-04,60,0,3,2,True,False,False,Duronto,True,56,0.136
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-11-28,2026-01-31,64,0,1,5,False,False,True,Duronto,False,266,0.254
12621,Tamil Nadu Express,ET,AGC,3A,2025-12-08,2026-01-31,54,9,1,5,False,False,True,Superfast,True,114,0.273
12137,Punjab Mail,AGC,MTJ,2A,2025-12-15,2026-02-03,50,27,2,1,False,False,False,Mail,False,89,0.295
12621,Tamil Nadu Express,AGC,NDLS,GN,2025-11-15,2026-02-28,105,0,2,5,False,False,True,Superfast,True,240,0.244
12903,Golden Temple Mail,BRC,RTM,2A,2026-02-17,2026-02-26,9,78,2,3,False,False,False,Superfast,False,172,0.135
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-10-28,2026-01-12,76,0,1,0,False,False,False,Duronto,True,208,0.106
12903,Golden Temple Mail,MMCT,BRC,SL,2026-03-14,2026-03-24,10,0,3,1,True,False,False,Superfast,True,297,0.064
12909,Garib Rath,MMCT,BRC,3A,2026-01-02,2026-02-16,45,0,2,0,False,False,False,Garib Rath,True,250,0.268
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-11-22,2026-03-16,114,0,3,0,True,False,False,Duronto,True,126,0.057
12137,Punjab Mail,JHS,GWL,3A,2026-01-10,2026-01-30,20,0,1,4,False,False,False,Mail,True,168,0.315
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-10-19,2026-01-27,100,0,1,1,False,False,False,Duronto,True,234,0.237
12137,Punjab Mail,CSMT,NDLS,SL,2026-01-07,2026-02-06,30,79,2,4,False,False,False,Mail,True,340,0.238
12621,Tamil Nadu Express,KYN,NDLS,2A,2026-02-01,2026-02-19,18,71,2,3,False,False,False,Superfast,False,94,0.2
12621,Tamil Nadu Express,BPL,JHS,SL,2025-12-30,2026-01-19,20,36,1,0,False,False,False,Superfast,True,86,0.104
12621,Tamil Nadu Express,ET,NDLS,SL,2025-12-01,2026-03-08,97,0,3,6,True,False,True,Superfast,True,121,0.332
12187,Mumbai Garib Rath,BPL,JHS,3A,2025-10-30,2026-02-16,109,0,2,0,False,False,False,Garib Rath,True,367,0.325
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-05,2026-01-21,47,0,1,2,False,False,False,Duronto,True,399,0.063
12951,Mumbai Rajdhani,BRC,NDLS,3A,2026-01-29,2026-01-30,1,36,1,4,False,False,False,Rajdhani,True,254,0.306
12903,Golden Temple Mail,KOTA,MTJ,2A,2026-01-26,2026-03-11,44,0,3,2,True,False,False,Superfast,True,288,0.083
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-02-06,2026-03-03,25,0,3,1,True,False,False,Duronto,True,359,0.196
12621,Tamil Nadu Express,KYN,ET,GN,2026-03-17,2026-03-21,4,73,3,5,True,False,True,Superfast,True,159,0.146
12951,Mumbai Rajdhani,SWM,NDLS,2A,2025-11-26,2026-03-07,101,0,3,5,True,False,True,Rajdhani,True,159,0.066
12951,Mumbai Rajdhani,SWM,NDLS,2A,2025-11-13,2026-02-02,81,0,2,0,False,False,False,Rajdhani,True,85,0.132
12953,August Kranti Rajdhani,BRC,NDLS,2A,2025-11-14,2026-03-05,111,0,3,3,True,False,False,Rajdhani,True,392,0.318
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-01-06,2026-02-18,43,0,2,2,False,False,False,Duronto,True,296,0.193
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-09-29,2026-01-12,105,0,1,0,False,False,False,Duronto,True,355,0.11
12187,Mumbai Garib Rath,JHS,GWL,3A,2025-11-27,2026-02-20,85,0,2,4,False,False,False,Garib Rath,False,284,0.33
12621,Tamil Nadu Express,BPL,JHS,GN,2026-02-13,2026-03-18,33,0,3,2,True,False,False,Superfast,True,114,0.24
12187,Mumbai Garib Rath,CSMT,KYN,3A,2025-11-01,2026-02-04,95,0,2,2,False,False,False,Garib Rath,True,329,0.282
12187,Mumbai Garib Rath,BPL,JHS,3A,2026-01-09,2026-02-04,26,74,2,2,False,False,False,Garib Rath,False,236,0.055
12925,Paschim Express,BVI,MTJ,GN,2025-12-17,2026-03-10,83,0,3,1,True,False,False,Superfast,True,230,0.156
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-10-07,2026-02-02,118,0,2,0,False,False,False,Duronto,True,241,0.103
12187,Mumbai Garib Rath,KYN,NDLS,3A,2025-12-30,2026-02-16,48,0,2,0,False,False,False,Garib Rath,True,374,0.135
12187,Mumbai Garib Rath,CSMT,KYN,3A,2026-03-24,2026-04-04,11,4,4,5,True,True,True,Garib Rath,True,304,0.275
12187,Mumbai Garib Rath,JHS,GWL,3A,2026-01-21,2026-03-26,64,0,3,3,True,False,False,Garib Rath,True,391,0.137
12137,Punjab Mail,MMR,JHS,SL,2025-12-20,2026-02-28,70,0,2,5,False,False,True,Mail,True,290,0.335
12909,Garib Rath,BRC,NDLS,3A,2026-02-27,2026-02-27,0,67,2,4,False,False,False,Garib Rath,False,387,0.129
12137,Punjab Mail,MTJ,NDLS,1A,2025-11-10,2026-03-05,115,0,3,3,True,False,False,Mail,False,63,0.096
12909,Garib Rath,KOTA,NDLS,3A,2026-03-04,2026-03-25,21,0,3,2,True,False,False,Garib Rath,True,148,0.235
12137,Punjab Mail,CSMT,MTJ,SL,2026-03-17,2026-04-02,16,75,4,3,True,True,False,Mail,True,212,0.205
12137,Punjab Mail,MMR,ET,2A,2025-11-23,2026-01-26,64,0,1,0,False,False,False,Mail,True,250,0.303
12925,Paschim Express,ST,KOTA,3A,2026-01-11,2026-01-22,11,4,1,3,False,False,False,Superfast,True,353,0.096
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-01-24,2026-01-27,3,126,1,1,False,False,False,Garib Rath,False,145,0.122
12903,Golden Temple Mail,BRC,KOTA,3A,2025-11-28,2026-02-28,92,0,2,5,False,False,True,Superfast,True,387,0.066
12953,August Kranti Rajdhani,ST,BRC,3A,2025-11-11,2026-01-24,74,0,1,5,False,False,True,Rajdhani,True,355,0.087
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-09,2026-01-20,11,64,1,1,False,False,False,Duronto,False,156,0.167
12621,Tamil Nadu Express,CSMT,AGC,2A,2026-01-29,2026-04-01,62,0,4,2,True,True,False,Superfast,True,264,0.163
12909,Garib Rath,BRC,KOTA,3A,2025-12-05,2026-01-12,38,0,1,0,False,False,False,Garib Rath,True,360,0.306
12953,August Kranti Rajdhani,BRC,KOTA,2A,2026-01-09,2026-03-28,78,0,3,5,True,False,True,Rajdhani,True,131,0.207
12925,Paschim Express,BVI,BRC,2A,2025-11-06,2026-01-13,68,0,1,1,False,False,False,Superfast,True,128,0.115
12909,Garib Rath,MMCT,ST,3A,2025-12-18,2026-01-28,41,0,1,2,False,False,False,Garib Rath,True,114,0.13
12621,Tamil Nadu Express,BSL,ET,SL,2025-12-22,2026-03-22,90,0,3,6,True,False,True,Superfast,True,289,0.274
12621,Tamil Nadu Express,JHS,NDLS,3A,2026-01-01,2026-02-02,32,0,2,0,False,False,False,Superfast,True,193,0.339
12953,August Kranti Rajdhani,KOTA,NDLS,1A,2025-10-28,2026-02-06,101,0,2,4,False,False,False,Rajdhani,True,299,0.18
12621,Tamil Nadu Express,JHS,NDLS,SL,2025-11-06,2026-01-24,79,0,1,5,False,False,True,Superfast,True,269,0.11
12909,Garib Rath,ST,NDLS,3A,2025-12-06,2026-02-01,57,0,2,6,False,False,True,Garib Rath,True,350,0.173
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-01-22,2026-01-25,3,56,1,6,False,False,True,Garib Rath,False,145,0.157
12953,August Kranti Rajdhani,ST,KOTA,2A,2026-02-02,2026-02-20,18,0,2,4,False,False,False,Rajdhani,True,218,0.114
12187,Mumbai Garib Rath,BSL,JHS,3A,2025-12-29,2026-02-16,49,0,2,0,False,False,False,Garib Rath,True,337,0.133
12187,Mumbai Garib Rath,GWL,NDLS,3A,2025-12-10,2026-03-07,87,0,3,5,True,False,True,Garib Rath,True,213,0.109
12951,Mumbai Rajdhani,SWM,NDLS,1A,2026-01-29,2026-03-05,35,0,3,3,True,False,False,Rajdhani,True,217,0.227
12903,Golden Temple Mail,MMCT,RTM,2A,2026-01-02,2026-03-25,82,0,3,2,True,False,False,Superfast,True,286,0.135
12137,Punjab Mail,CSMT,AGC,GN,2026-02-18,2026-02-23,5,0,2,0,False,False,False,Mail,True,262,0.267
12925,Paschim Express,KOTA,MTJ,GN,2026-03-13,2026-03-23,10,61,3,0,True,False,False,Superfast,False,202,0.259
12621,Tamil Nadu Express,AGC,NDLS,SL,2025-12-01,2026-03-31,120,0,3,1,True,False,False,Superfast,True,164,0.064
12951,Mumbai Rajdhani,BRC,KOTA,2A,2025-12-20,2026-04-09,110,0,4,3,True,True,False,Rajdhani,True,165,0.101
12903,Golden Temple Mail,RTM,KOTA,2A,2025-12-14,2026-01-16,33,0,1,4,False,False,False,Superfast,True,185,0.149
12187,Mumbai Garib Rath,BPL,GWL,3A,2025-10-02,2026-01-28,118,0,1,2,False,False,False,Garib Rath,True,111,0.088
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-01-12,2026-03-19,66,0,3,3,True,False,False,Duronto,True,294,0.248
12925,Paschim Express,KOTA,NDLS,GN,2025-12-25,2026-01-22,28,34,1,3,False,False,False,Superfast,True,230,0.218
12903,Golden Temple Mail,ST,NDLS,2A,2026-03-06,2026-03-15,9,0,3,6,True,False,True,Superfast,True,289,0.296
12903,Golden Temple Mail,SWM,MTJ,SL,2026-03-01,2026-03-27,26,102,3,4,True,False,False,Superfast,False,209,0.263
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-11-01,2026-02-26,117,0,2,3,False,False,False,Duronto,True,281,0.31
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-02-07,2026-02-15,8,0,2,6,False,False,True,Duronto,True,345,0.245
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-12-14,2026-01-13,30,0,1,1,False,False,False,Duronto,False,388,0.209
12909,Garib Rath,ST,BRC,3A,2026-01-21,2026-03-07,45,0,3,5,True,False,True,Garib Rath,True,310,0.15
12621,Tamil Nadu Express,ET,AGC,2A,2026-03-29,2026-04-04,6,160,4,5,True,True,True,Superfast,False,200,0.107
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-03-26,2026-04-08,13,10,4,2,True,True,False,Duronto,True,162,0.085
12951,Mumbai Rajdhani,KOTA,SWM,1A,2025-11-16,2026-01-23,68,0,1,4,False,False,False,Rajdhani,True,367,0.26
12137,Punjab Mail,BPL,MTJ,1A,2026-03-12,2026-04-09,28,52,4,3,True,True,False,Mail,True,376,0.136
12187,Mumbai Garib Rath,BSL,BPL,3A,2026-02-21,2026-03-16,23,120,3,0,True,False,False,Garib Rath,False,172,0.101
12953,August Kranti Rajdhani,ST,RTM,2A,2025-11-15,2026-03-10,115,0,3,1,True,False,False,Rajdhani,True,56,0.25
12137,Punjab Mail,ET,BPL,2A,2025-12-18,2026-01-20,33,0,1,1,False,False,False,Mail,True,354,0.156
12621,Tamil Nadu Express,CSMT,NDLS,3A,2025-11-26,2026-01-25,60,2,1,6,False,False,True,Superfast,True,198,0.301
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-02-06,2026-02-18,12,43,2,2,False,False,False,Duronto,False,329,0.127
12621,Tamil Nadu Express,ET,AGC,GN,2026-02-24,2026-02-25,1,87,2,2,False,False,False,Superfast,True,389,0.307
12187,Mumbai Garib Rath,BPL,JHS,3A,2025-12-21,2026-03-18,87,0,3,2,True,False,False,Garib Rath,True,60,0.094
12137,Punjab Mail,MMR,BPL,3A,2025-11-12,2026-01-14,63,0,1,2,False,False,False,Mail,True,270,0.158
12953,August Kranti Rajdhani,ST,NDLS,3A,2026-02-02,2026-02-15,13,70,2,6,False,False,True,Rajdhani,False,319,0.102
12909,Garib Rath,ST,KOTA,3A,2025-10-18,2026-02-15,120,0,2,6,False,False,True,Garib Rath,True,71,0.224
12909,Garib Rath,KOTA,NDLS,3A,2025-11-29,2026-03-10,101,0,3,1,True,False,False,Garib Rath,True,227,0.137
12951,Mumbai Rajdhani,SWM,NDLS,2A,2025-11-04,2026-01-30,87,0,1,4,False,False,False,Rajdhani,True,198,0.237
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-02-09,2026-02-17,8,2,2,1,False,False,False,Duronto,True,353,0.087
12621,Tamil Nadu Express,ET,BPL,GN,2026-02-19,2026-04-05,45,0,4,6,True,True,True,Superfast,True,229,0.314
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-26,2026-01-29,34,0,1,3,False,False,False,Duronto,True,91,0.137
12951,Mumbai Rajdhani,SWM,NDLS,1A,2025-12-25,2026-04-07,103,0,4,1,True,True,False,Rajdhani,True,266,0.17
12953,August Kranti Rajdhani,BRC,KOTA,3A,2025-12-25,2026-02-02,39,0,2,0,False,False,False,Rajdhani,True,346,0.092
12903,Golden Temple Mail,BRC,KOTA,GN,2025-11-27,2026-02-05,70,0,2,3,False,False,False,Superfast,True,93,0.139
12621,Tamil Nadu Express,MMR,JHS,GN,2026-01-16,2026-01-28,12,68,1,2,False,False,False,Superfast,True,400,0.264
12621,Tamil Nadu Express,BPL,AGC,GN,2026-01-10,2026-03-04,53,0,3,2,True,False,False,Superfast,True,265,0.077
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-03-15,2026-03-31,16,105,3,1,True,False,False,Duronto,False,77,0.277
12137,Punjab Mail,NMD,AGC,1A,2026-01-18,2026-03-18,59,22,3,2,True,False,False,Mail,True,382,0.082
12187,Mumbai Garib Rath,CSMT,BPL,3A,2025-11-26,2026-02-22,88,0,2,6,False,False,True,Garib Rath,True,112,0.272
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-03-05,2026-03-23,18,0,3,0,True,False,False,Duronto,True,377,0.306
12925,Paschim Express,RTM,KOTA,GN,2026-01-20,2026-04-09,79,0,4,3,True,True,False,Superfast,True,84,0.05
12187,Mumbai Garib Rath,CSMT,GWL,3A,2026-01-06,2026-02-06,31,0,2,4,False,False,False,Garib Rath,True,277,0.167
12953,August Kranti Rajdhani,BRC,KOTA,2A,2026-01-18,2026-02-10,23,0,2,1,False,False,False,Rajdhani,True,274,0.308
12187,Mumbai Garib Rath,CSMT,JHS,3A,2025-10-24,2026-01-13,81,0,1,1,False,False,False,Garib Rath,True,386,0.122
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-11,2026-02-17,37,0,2,1,False,False,False,Duronto,True,238,0.25
12137,Punjab Mail,BPL,JHS,SL,2026-01-12,2026-03-06,53,0,3,4,True,False,False,Mail,True,338,0.167
12187,Mumbai Garib Rath,BSL,BPL,3A,2026-02-20,2026-02-25,5,45,2,2,False,False,False,Garib Rath,False,191,0.053
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-17,2026-04-11,115,0,4,5,True,True,True,Duronto,True,312,0.069
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-10-29,2026-01-28,91,0,1,2,False,False,False,Duronto,True,387,0.141
12137,Punjab Mail,KYN,AGC,SL,2026-01-28,2026-03-29,60,0,3,6,True,False,True,Mail,True,309,0.283
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-02-14,2026-03-27,41,0,3,4,True,False,False,Duronto,True,256,0.07
12951,Mumbai Rajdhani,BRC,KOTA,1A,2025-10-31,2026-01-24,85,0,1,5,False,False,True,Rajdhani,True,397,0.193
12903,Golden Temple Mail,ST,BRC,3A,2025-11-28,2026-03-01,93,0,3,6,True,False,True,Superfast,True,265,0.327
12951,Mumbai Rajdhani,KOTA,SWM,1A,2025-10-04,2026-01-20,108,0,1,1,False,False,False,Rajdhani,True,241,0.232
12951,Mumbai Rajdhani,BRC,SWM,1A,2025-12-10,2026-03-09,89,0,3,0,True,False,False,Rajdhani,True,376,0.222
12903,Golden Temple Mail,ST,KOTA,GN,2026-02-10,2026-04-07,56,0,4,1,True,True,False,Superfast,True,272,0.294
12903,Golden Temple Mail,BVI,BL,2A,2025-12-20,2026-01-15,26,18,1,3,False,False,False,Superfast,False,258,0.22
12953,August Kranti Rajdhani,BRC,RTM,3A,2025-12-31,2026-04-03,93,0,4,4,True,True,False,Rajdhani,True,147,0.3
12187,Mumbai Garib Rath,BPL,NDLS,3A,2026-02-14,2026-03-31,45,0,3,1,True,False,False,Garib Rath,True,84,0.182
12137,Punjab Mail,KYN,NDLS,1A,2026-03-02,2026-03-18,16,0,3,2,True,False,False,Mail,True,76,0.23
12909,Garib Rath,MMCT,ST,3A,2025-10-17,2026-02-12,118,0,2,3,False,False,False,Garib Rath,True,233,0.07
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-11-29,2026-03-18,109,0,3,2,True,False,False,Duronto,True,306,0.144
12187,Mumbai Garib Rath,CSMT,GWL,3A,2025-12-28,2026-03-12,74,0,3,3,True,False,False,Garib Rath,True,184,0.246
12951,Mumbai Rajdhani,KOTA,NDLS,2A,2026-01-28,2026-02-22,25,0,2,6,False,False,True,Rajdhani,True,218,0.327
12951,Mumbai Rajdhani,BRC,SWM,1A,2025-12-11,2026-03-24,103,0,3,1,True,False,False,Rajdhani,True,68,0.154
12953,August Kranti Rajdhani,RTM,KOTA,3A,2025-11-27,2026-01-27,61,0,1,1,False,False,False,Rajdhani,True,71,0.081
12621,Tamil Nadu Express,BSL,JHS,GN,2025-12-19,2026-02-18,61,0,2,2,False,False,False,Superfast,True,166,0.056
12951,Mumbai Rajdhani,MMCT,KOTA,3A,2025-12-13,2026-02-28,77,0,2,5,False,False,True,Rajdhani,True,59,0.216
12951,Mumbai Rajdhani,SWM,NDLS,3A,2026-02-19,2026-03-07,16,82,3,5,True,False,True,Rajdhani,True,365,0.345
12909,Garib Rath,ST,BRC,3A,2025-11-24,2026-01-18,55,0,1,6,False,False,True,Garib Rath,True,166,0.174
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-18,2026-01-18,31,0,1,6,False,False,True,Duronto,True,194,0.063
12909,Garib Rath,KOTA,NDLS,3A,2026-03-13,2026-03-29,16,76,3,6,True,False,True,Garib Rath,True,178,0.332
12903,Golden Temple Mail,SWM,NDLS,3A,2025-12-24,2026-02-18,56,12,2,2,False,False,False,Superfast,True,384,0.123
12925,Paschim Express,KOTA,NDLS,2A,2026-02-18,2026-02-24,6,115,2,1,False,False,False,Superfast,False,193,0.074
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-02-12,2026-02-27,15,0,2,4,False,False,False,Duronto,True,275,0.245
12621,Tamil Nadu Express,KYN,MMR,GN,2025-09-30,2026-01-15,107,0,1,3,False,False,False,Superfast,True,351,0.165
12953,August Kranti Rajdhani,MMCT,RTM,3A,2026-01-25,2026-03-15,49,1,3,6,True,False,True,Rajdhani,True,72,0.117
12137,Punjab Mail,NMD,AGC,GN,2026-03-30,2026-04-05,6,0,4,6,True,True,True,Mail,True,63,0.323
12909,Garib Rath,ST,NDLS,3A,2025-10-10,2026-01-14,96,0,1,2,False,False,False,Garib Rath,True,368,0.18
12137,Punjab Mail,CSMT,NMD,GN,2026-02-17,2026-04-07,49,15,4,1,True,True,False,Mail,True,287,0.177
12187,Mumbai Garib Rath,JHS,NDLS,3A,2026-01-22,2026-03-11,48,36,3,2,True,False,False,Garib Rath,True,57,0.134
12925,Paschim Express,BVI,BRC,SL,2026-02-10,2026-03-25,43,0,3,2,True,False,False,Superfast,True,187,0.248
12187,Mumbai Garib Rath,CSMT,KYN,3A,2026-01-23,2026-04-05,72,0,4,6,True,True,True,Garib Rath,True,185,0.304
12621,Tamil Nadu Express,AGC,NDLS,GN,2026-03-10,2026-03-11,1,28,3,2,True,False,False,Superfast,True,334,0.115
12951,Mumbai Rajdhani,MMCT,SWM,3A,2025-12-12,2026-02-20,70,0,2,4,False,False,False,Rajdhani,True,275,0.104
12925,Paschim Express,RTM,NDLS,3A,2026-03-03,2026-04-01,29,0,4,2,True,True,False,Superfast,True,75,0.12
12951,Mumbai Rajdhani,BRC,NDLS,3A,2025-11-18,2026-03-08,110,0,3,6,True,False,True,Rajdhani,True,71,0.216
12903,Golden Temple Mail,MMCT,RTM,SL,2026-04-05,2026-04-07,2,150,4,1,True,True,False,Superfast,True,105,0.073
12621,Tamil Nadu Express,KYN,JHS,2A,2026-01-07,2026-02-06,30,42,2,4,False,False,False,Superfast,False,398,0.175
12137,Punjab Mail,BSL,BPL,1A,2026-02-16,2026-03-29,41,0,3,6,True,False,True,Mail,True,383,0.162
12925,Paschim Express,MMCT,BRC,SL,2026-02-12,2026-02-17,5,48,2,1,False,False,False,Superfast,False,361,0.113
12909,Garib Rath,KOTA,NDLS,3A,2026-02-06,2026-03-26,48,0,3,3,True,False,False,Garib Rath,True,382,0.074
12953,August Kranti Rajdhani,ST,NDLS,3A,2025-10-25,2026-01-26,93,0,1,0,False,False,False,Rajdhani,True,320,0.289
12187,Mumbai Garib Rath,BPL,NDLS,3A,2026-01-05,2026-02-14,40,7,2,5,False,False,True,Garib Rath,True,174,0.149
12909,Garib Rath,BVI,NDLS,3A,2025-10-22,2026-01-25,95,0,1,6,False,False,True,Garib Rath,True,277,0.27
12137,Punjab Mail,ET,BPL,3A,2026-01-04,2026-03-16,71,0,3,0,True,False,False,Mail,True,235,0.246
12187,Mumbai Garib Rath,KYN,GWL,3A,2026-02-23,2026-03-24,29,25,3,1,True,False,False,Garib Rath,True,258,0.252
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-17,2026-01-26,40,0,1,0,False,False,False,Duronto,True,125,0.223
12903,Golden Temple Mail,BL,KOTA,2A,2026-01-05,2026-01-26,21,0,1,0,False,False,False,Superfast,True,290,0.273
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-11-05,2026-02-01,88,0,2,6,False,False,True,Duronto,True,117,0.204
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-02-15,2026-03-03,16,0,3,1,True,False,False,Duronto,True,222,0.319
12909,Garib Rath,KOTA,NDLS,3A,2026-02-16,2026-02-25,9,58,2,2,False,False,False,Garib Rath,False,273,0.137
12621,Tamil Nadu Express,MMR,NDLS,3A,2025-12-25,2026-03-27,92,0,3,4,True,False,False,Superfast,True,310,0.075
